25
1,22,5
1,2,3
1,3,7
1,4,6
1,5,4
1,6,4
1,12,1
1,14,3
1,16,2
1,17,5
1,19,3
1,23,3
1,24,7
2,19,10
2,4,3
2,7,9
2,8,10
2,10,4
2,11,6
2,12,5
2,14,10
2,16,4
2,17,8
2,18,5
2,21,5
2,22,2
2,23,7
2,24,2
3,14,3
3,4,5
3,6,4
3,8,8
3,9,5
3,11,6
3,16,2
3,17,4
3,18,9
3,20,10
3,21,3
3,22,1
3,23,1
4,10,8
4,6,10
4,8,4
4,9,5
4,11,4
4,13,9
4,16,6
4,17,7
4,21,1
4,25,10
5,21,5
5,7,5
5,8,4
5,9,10
5,11,2
5,12,7
5,16,2
5,17,1
5,19,10
5,20,5
5,22,10
5,24,9
5,25,1
6,25,7
6,9,5
6,13,3
6,20,8
6,22,5
7,19,10
7,14,5
7,15,4
7,18,2
7,21,8
7,22,10
7,23,10
7,25,9
8,18,4
8,9,7
8,10,8
8,11,6
8,12,7
8,13,10
8,16,5
8,17,2
8,19,9
8,21,9
8,22,4
8,23,2
8,25,9
9,20,5
9,11,6
9,12,5
9,15,9
9,18,2
9,19,1
9,22,3
9,23,8
10,22,9
10,14,10
10,15,9
10,16,8
10,18,5
10,24,8
10,25,1
11,24,9
11,12,3
11,13,8
11,15,10
11,16,10
11,18,1
11,20,6
11,21,9
11,22,10
11,23,8
12,18,6
12,13,7
12,14,5
12,15,6
12,19,5
12,20,6
13,21,8
13,16,9
13,17,6
13,18,5
13,22,9
13,23,9
13,24,9
14,20,2
14,15,3
14,18,4
14,22,4
14,23,1
14,24,7
14,25,3
15,18,7
15,16,10
15,17,2
15,20,1
15,24,5
16,17,4
16,23,6
16,24,1
17,22,4
17,18,10
17,23,1
17,24,6
18,24,9
18,20,1
18,21,2
18,23,3
19,25,1
19,20,8
19,24,4
20,23,7
20,21,7
20,22,10
20,24,9
20,25,10
21,24,4
21,22,10
21,23,6
21,25,3
22,24,10
22,23,6
23,24,6
23,25,3
24,25,1
