26
1,6,9
1,2,9
1,4,1
1,5,1
1,7,7
1,8,2
1,9,6
1,11,2
1,12,3
1,15,3
1,18,6
1,19,9
1,20,5
1,22,10
1,23,4
1,26,2
2,8,3
2,3,6
2,5,2
2,7,2
2,9,4
2,16,5
2,21,10
2,22,2
2,25,3
2,26,4
3,7,5
3,6,1
3,8,1
3,9,2
3,11,7
3,13,5
3,14,2
3,23,8
3,24,6
3,25,7
3,26,6
4,9,4
4,6,3
4,8,2
4,11,10
4,13,6
4,14,1
4,15,9
4,20,8
4,21,4
4,23,10
4,24,6
4,25,2
5,19,6
5,7,8
5,8,4
5,9,5
5,15,2
5,18,3
5,20,8
5,21,10
5,22,3
6,17,1
6,7,6
6,14,8
6,18,4
6,23,4
6,24,7
6,26,5
7,15,2
7,8,3
7,11,2
7,13,2
7,18,6
7,22,10
7,23,7
7,24,1
7,25,3
7,26,7
8,19,10
8,9,2
8,11,3
8,15,6
8,20,9
8,22,6
8,24,3
8,25,4
8,26,3
9,12,4
9,10,4
9,11,9
9,14,4
9,15,4
9,16,7
9,17,8
9,20,10
9,24,9
9,25,6
9,26,1
10,19,8
10,12,5
10,15,4
10,16,7
10,18,10
10,20,9
10,21,1
10,22,9
11,17,4
11,15,1
11,19,5
11,21,9
11,22,3
11,25,5
12,19,5
12,17,10
12,21,5
12,22,6
12,24,7
12,25,6
13,25,2
13,14,5
13,24,9
13,26,7
14,19,5
14,15,3
14,16,6
14,20,8
14,21,10
14,22,6
14,26,6
15,19,9
15,18,2
15,20,7
15,21,2
15,22,1
15,24,5
16,21,5
16,18,8
16,20,2
16,26,2
17,23,10
17,19,9
17,20,6
17,21,1
17,22,1
17,25,10
17,26,2
18,19,6
18,21,9
18,22,2
19,21,10
19,22,7
19,23,6
19,24,10
19,25,8
20,22,1
20,21,10
20,23,8
20,25,4
21,26,1
21,22,4
21,24,4
22,26,3
22,23,9
22,25,4
23,26,5
23,25,2
24,25,7
24,26,5
25,26,8
