26
1,19,1
1,4,1
1,8,1
1,9,1
1,10,1
1,11,1
1,13,1
1,14,1
1,15,1
1,18,1
1,20,1
1,21,1
1,22,1
1,23,1
1,24,1
1,26,1
2,8,1
2,3,1
2,6,1
2,10,1
2,11,1
2,12,1
2,13,1
2,15,1
2,18,1
2,19,1
2,21,1
2,22,1
2,24,1
3,19,1
3,5,1
3,6,1
3,8,1
3,10,1
3,13,1
3,16,1
3,17,1
3,18,1
3,20,1
3,21,1
3,23,1
3,24,1
3,25,1
4,12,1
4,7,1
4,8,1
4,9,1
4,10,1
4,14,1
4,15,1
4,16,1
4,18,1
4,19,1
4,23,1
4,24,1
4,25,1
4,26,1
5,6,1
5,8,1
5,10,1
5,11,1
5,15,1
5,20,1
5,25,1
5,26,1
6,14,1
6,9,1
6,10,1
6,11,1
6,15,1
6,16,1
6,17,1
6,18,1
6,19,1
6,21,1
6,22,1
6,25,1
6,26,1
7,13,1
7,9,1
7,12,1
7,15,1
7,16,1
7,19,1
7,20,1
7,21,1
7,23,1
7,24,1
8,15,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
8,14,1
8,17,1
8,18,1
8,19,1
8,21,1
8,22,1
8,23,1
9,16,1
9,10,1
9,12,1
9,14,1
9,15,1
9,17,1
9,18,1
9,20,1
9,21,1
9,22,1
9,24,1
10,25,1
10,11,1
10,12,1
10,16,1
10,18,1
10,20,1
10,22,1
10,23,1
10,24,1
11,21,1
11,18,1
11,19,1
11,20,1
11,22,1
11,23,1
12,14,1
12,17,1
12,21,1
12,22,1
12,23,1
12,24,1
12,26,1
13,20,1
13,15,1
13,16,1
13,17,1
13,21,1
13,22,1
13,24,1
14,25,1
14,15,1
14,18,1
14,23,1
14,26,1
15,21,1
15,17,1
15,20,1
15,24,1
15,26,1
16,25,1
16,17,1
16,18,1
16,19,1
16,20,1
16,21,1
16,23,1
17,24,1
17,26,1
18,23,1
18,20,1
18,21,1
18,22,1
18,25,1
19,23,1
19,20,1
19,26,1
20,23,1
20,24,1
20,25,1
20,26,1
21,23,1
22,23,1
22,24,1
22,26,1
23,24,1
23,25,1
23,26,1
24,26,1
24,25,1
25,26,1
