24
1,10,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,8,1
1,11,1
1,12,1
1,13,1
1,19,1
1,20,1
1,21,1
2,18,1
2,3,1
2,4,1
2,5,1
2,6,1
2,8,1
2,9,1
2,11,1
2,13,1
2,15,1
2,16,1
2,17,1
3,4,1
3,5,1
3,6,1
3,7,1
3,10,1
3,13,1
3,14,1
3,17,1
3,18,1
3,19,1
3,21,1
3,24,1
4,11,1
4,5,1
4,6,1
4,8,1
4,9,1
4,10,1
4,12,1
4,24,1
5,10,1
5,9,1
5,11,1
5,12,1
5,14,1
5,16,1
5,17,1
5,22,1
5,23,1
6,24,1
6,8,1
6,11,1
6,12,1
6,13,1
6,17,1
6,18,1
6,19,1
6,22,1
6,23,1
7,12,1
7,8,1
7,10,1
7,18,1
7,19,1
7,24,1
8,19,1
8,10,1
8,17,1
8,18,1
9,10,1
9,12,1
9,13,1
9,14,1
9,15,1
9,16,1
9,20,1
9,21,1
9,23,1
9,24,1
10,14,1
10,11,1
10,15,1
10,19,1
10,21,1
10,22,1
10,23,1
10,24,1
11,12,1
11,13,1
11,15,1
11,16,1
11,17,1
11,18,1
11,21,1
11,22,1
11,23,1
11,24,1
12,14,1
12,16,1
12,17,1
12,18,1
12,19,1
12,23,1
13,22,1
13,17,1
13,19,1
13,21,1
13,24,1
14,19,1
14,15,1
14,16,1
14,17,1
14,18,1
14,20,1
15,21,1
15,18,1
16,20,1
16,17,1
16,23,1
17,20,1
17,18,1
17,19,1
17,21,1
18,24,1
18,19,1
18,21,1
18,22,1
19,22,1
19,20,1
19,21,1
19,23,1
19,24,1
20,24,1
20,23,1
21,22,1
21,23,1
21,24,1
22,23,1
23,24,1
