24
1,10,1
1,2,5
1,3,10
1,4,5
1,5,10
1,6,5
1,8,7
1,11,8
1,12,8
1,13,10
1,19,2
1,20,3
1,21,3
2,18,1
2,3,7
2,4,1
2,5,9
2,6,8
2,8,1
2,9,1
2,11,10
2,13,4
2,15,9
2,16,5
2,17,1
3,4,7
3,5,3
3,6,10
3,7,2
3,10,7
3,13,3
3,14,10
3,17,9
3,18,1
3,19,6
3,21,1
3,24,3
4,11,4
4,5,10
4,6,4
4,8,2
4,9,6
4,10,4
4,12,8
4,24,8
5,10,10
5,9,2
5,11,9
5,12,1
5,14,1
5,16,3
5,17,5
5,22,9
5,23,3
6,24,1
6,8,8
6,11,4
6,12,6
6,13,6
6,17,5
6,18,2
6,19,10
6,22,10
6,23,7
7,12,8
7,8,6
7,10,1
7,18,4
7,19,5
7,24,7
8,19,2
8,10,10
8,17,4
8,18,8
9,10,5
9,12,7
9,13,10
9,14,9
9,15,6
9,16,5
9,20,8
9,21,4
9,23,9
9,24,10
10,14,2
10,11,3
10,15,10
10,19,5
10,21,1
10,22,1
10,23,8
10,24,9
11,12,2
11,13,4
11,15,10
11,16,9
11,17,10
11,18,4
11,21,7
11,22,2
11,23,2
11,24,6
12,14,3
12,16,10
12,17,2
12,18,2
12,19,1
12,23,8
13,22,3
13,17,6
13,19,10
13,21,6
13,24,3
14,19,7
14,15,4
14,16,7
14,17,2
14,18,7
14,20,6
15,21,7
15,18,3
16,20,1
16,17,2
16,23,10
17,20,4
17,18,8
17,19,7
17,21,6
18,24,1
18,19,9
18,21,7
18,22,2
19,22,9
19,20,4
19,21,10
19,23,3
19,24,10
20,24,2
20,23,7
21,22,9
21,23,6
21,24,7
22,23,7
23,24,3
