27
1,7,6
1,2,8
1,3,2
1,4,1
1,8,1
1,9,3
1,13,1
1,14,8
1,15,2
1,16,7
1,17,2
1,19,4
1,20,6
1,21,4
1,24,1
2,3,2
2,6,5
2,8,5
2,11,1
2,12,9
2,13,1
2,14,7
2,15,7
2,16,1
2,19,1
2,21,9
2,22,4
2,23,6
2,24,6
2,25,7
2,26,2
3,12,4
3,6,10
3,7,4
3,9,7
3,10,2
3,13,3
3,16,3
3,18,1
3,19,7
3,24,4
3,25,8
3,26,9
3,27,4
4,15,7
4,5,1
4,10,10
4,12,3
4,13,7
4,18,5
4,19,9
4,21,8
4,24,9
4,25,4
4,26,7
5,7,6
5,8,9
5,9,8
5,11,3
5,12,7
5,14,6
5,15,8
5,19,4
5,22,4
5,23,10
6,9,7
6,7,1
6,8,4
6,10,8
6,11,7
6,12,8
6,13,3
6,14,1
6,15,3
6,17,4
6,18,7
6,19,9
6,22,6
6,24,5
6,25,9
7,15,7
7,8,4
7,19,7
7,20,1
7,22,2
7,23,3
7,26,6
8,19,8
8,9,2
8,10,8
8,11,4
8,12,4
8,13,7
8,14,3
8,15,3
8,16,5
8,18,7
8,22,3
8,23,8
8,25,7
8,27,2
9,15,3
9,10,9
9,12,8
9,13,1
9,14,4
9,17,9
9,19,3
9,20,3
9,23,3
9,26,5
9,27,5
10,11,7
10,12,2
10,13,7
10,18,1
10,22,3
10,23,10
10,24,9
10,25,3
10,26,4
11,14,8
11,15,6
11,17,3
11,20,5
11,21,10
11,22,4
11,25,2
11,26,2
12,26,7
12,13,7
12,14,7
12,17,1
12,18,1
12,19,7
12,20,10
12,21,2
12,22,2
12,24,9
12,27,8
13,22,3
13,15,2
13,16,2
13,17,2
13,20,8
13,24,8
13,27,10
14,24,9
14,15,9
14,18,3
14,19,6
14,20,10
14,22,6
14,26,4
15,24,8
15,17,4
15,20,8
15,22,1
15,23,6
15,25,8
15,26,3
15,27,9
16,18,4
16,19,4
16,20,8
16,23,2
16,24,9
16,25,4
16,26,3
16,27,9
17,23,1
17,19,5
17,20,10
17,21,8
17,24,9
17,25,1
17,27,10
18,24,4
18,19,1
18,21,7
18,22,3
18,23,7
18,25,4
18,26,8
18,27,7
19,24,6
19,20,9
19,21,9
19,22,6
19,27,2
20,25,3
20,21,3
20,27,4
21,22,5
21,24,6
21,25,7
21,26,8
21,27,10
22,27,5
22,23,4
22,24,3
22,25,4
23,25,6
23,27,5
24,27,1
25,27,3
26,27,7
