19
1,8,1
1,2,1
1,3,1
1,4,1
1,5,1
1,7,1
1,9,1
1,12,1
1,14,1
1,15,1
1,17,1
1,18,1
2,14,1
2,3,1
2,4,1
2,7,1
2,8,1
2,10,1
2,11,1
2,13,1
2,16,1
2,18,1
3,13,1
3,7,1
3,10,1
3,14,1
3,15,1
3,19,1
4,8,1
4,6,1
4,7,1
4,9,1
4,17,1
4,19,1
5,14,1
5,7,1
5,8,1
5,9,1
5,13,1
5,17,1
5,19,1
6,17,1
6,7,1
6,8,1
6,10,1
6,13,1
6,14,1
6,15,1
6,18,1
6,19,1
7,19,1
7,8,1
7,10,1
7,11,1
7,12,1
7,14,1
7,17,1
7,18,1
8,12,1
8,9,1
8,10,1
8,15,1
8,16,1
9,17,1
9,12,1
9,14,1
9,15,1
9,18,1
9,19,1
10,14,1
10,12,1
10,13,1
10,15,1
10,17,1
11,16,1
11,12,1
11,15,1
11,19,1
12,16,1
12,13,1
12,14,1
12,15,1
12,18,1
12,19,1
13,14,1
13,15,1
13,18,1
14,17,1
14,16,1
14,18,1
15,16,1
15,17,1
15,18,1
15,19,1
16,19,1
17,19,1
17,18,1
18,19,1
