24
1,2,8
1,4,9
1,7,3
1,8,5
1,9,8
1,12,9
1,14,5
1,16,10
1,17,3
1,19,6
1,20,2
1,23,2
1,24,5
2,23,7
2,3,6
2,4,7
2,5,2
2,6,6
2,8,8
2,12,5
2,14,9
2,16,6
2,18,9
2,19,1
2,21,9
2,22,9
3,5,7
3,7,5
3,8,8
3,9,9
3,11,10
3,12,6
3,14,6
3,15,7
3,17,5
3,18,4
3,19,7
3,20,7
3,21,7
4,18,7
4,5,10
4,7,9
4,10,9
4,11,5
4,12,3
4,17,8
4,19,2
4,20,5
4,22,10
4,23,4
5,12,2
5,7,10
5,9,6
5,11,9
5,17,3
5,18,10
5,19,2
5,21,9
5,23,1
5,24,2
6,8,6
6,9,4
6,11,4
6,14,5
6,15,2
6,16,7
6,17,7
6,18,4
6,19,10
6,20,6
6,21,9
6,22,8
7,13,8
7,11,8
7,12,10
7,14,6
7,17,2
7,18,7
7,21,2
7,22,9
7,24,2
8,21,1
8,13,7
8,19,10
9,11,6
9,12,7
9,13,6
9,15,3
9,18,2
9,21,6
9,23,9
10,23,5
10,11,9
10,13,7
10,15,7
10,17,6
10,20,2
10,21,8
11,16,3
11,13,1
11,14,7
11,15,4
11,21,2
11,22,6
12,22,10
12,15,8
12,16,10
12,18,3
12,20,5
12,21,4
12,24,4
13,24,1
13,17,1
13,18,2
13,20,4
13,23,2
14,20,8
14,17,2
14,18,1
14,19,1
14,21,3
14,23,10
15,22,9
15,19,3
15,23,4
16,21,10
16,17,2
16,20,3
16,24,6
17,23,4
17,21,7
18,24,6
18,19,7
18,20,3
18,21,1
18,22,4
19,20,5
19,24,7
20,22,2
20,23,7
20,24,1
21,24,7
21,23,2
22,23,4
22,24,9
23,24,3
