25
1,22,1
1,2,1
1,3,1
1,4,1
1,5,1
1,6,1
1,12,1
1,14,1
1,16,1
1,17,1
1,19,1
1,23,1
1,24,1
2,19,1
2,4,1
2,7,1
2,8,1
2,10,1
2,11,1
2,12,1
2,14,1
2,16,1
2,17,1
2,18,1
2,21,1
2,22,1
2,23,1
2,24,1
3,14,1
3,4,1
3,6,1
3,8,1
3,9,1
3,11,1
3,16,1
3,17,1
3,18,1
3,20,1
3,21,1
3,22,1
3,23,1
4,10,1
4,6,1
4,8,1
4,9,1
4,11,1
4,13,1
4,16,1
4,17,1
4,21,1
4,25,1
5,21,1
5,7,1
5,8,1
5,9,1
5,11,1
5,12,1
5,16,1
5,17,1
5,19,1
5,20,1
5,22,1
5,24,1
5,25,1
6,25,1
6,9,1
6,13,1
6,20,1
6,22,1
7,19,1
7,14,1
7,15,1
7,18,1
7,21,1
7,22,1
7,23,1
7,25,1
8,18,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,1
8,16,1
8,17,1
8,19,1
8,21,1
8,22,1
8,23,1
8,25,1
9,20,1
9,11,1
9,12,1
9,15,1
9,18,1
9,19,1
9,22,1
9,23,1
10,22,1
10,14,1
10,15,1
10,16,1
10,18,1
10,24,1
10,25,1
11,24,1
11,12,1
11,13,1
11,15,1
11,16,1
11,18,1
11,20,1
11,21,1
11,22,1
11,23,1
12,18,1
12,13,1
12,14,1
12,15,1
12,19,1
12,20,1
13,21,1
13,16,1
13,17,1
13,18,1
13,22,1
13,23,1
13,24,1
14,20,1
14,15,1
14,18,1
14,22,1
14,23,1
14,24,1
14,25,1
15,18,1
15,16,1
15,17,1
15,20,1
15,24,1
16,17,1
16,23,1
16,24,1
17,22,1
17,18,1
17,23,1
17,24,1
18,24,1
18,20,1
18,21,1
18,23,1
19,25,1
19,20,1
19,24,1
20,23,1
20,21,1
20,22,1
20,24,1
20,25,1
21,24,1
21,22,1
21,23,1
21,25,1
22,24,1
22,23,1
23,24,1
23,25,1
24,25,1
